filename,width,height,class,xmin,ymin,xmax,ymax
000000000149.jpg,640,428,person,339,316,346,329
000000000149.jpg,640,428,person,333,315,339,329
000000000149.jpg,640,428,person,401,325,416,338
000000000149.jpg,640,428,kite,434,192,452,207
000000000149.jpg,640,428,kite,280,252,290,258
000000000149.jpg,640,428,kite,435,82,446,95
000000000149.jpg,640,428,kite,293,208,315,218
000000000149.jpg,640,428,person,559,317,566,336
000000000149.jpg,640,428,person,538,315,543,330
000000000149.jpg,640,428,car,278,311,288,317
000000000149.jpg,640,428,car,311,316,321,321
000000000149.jpg,640,428,car,295,316,303,320
000000000149.jpg,640,428,car,256,321,275,328
000000000149.jpg,640,428,kite,62,340,104,353
000000000149.jpg,640,428,kite,384,274,422,290
000000000149.jpg,640,428,person,274,326,282,339
000000000149.jpg,640,428,person,544,317,549,333
000000000149.jpg,640,428,person,586,321,590,331
000000000149.jpg,640,428,person,249,316,255,339
000000000149.jpg,640,428,person,233,315,241,339
000000000149.jpg,640,428,person,220,313,227,340
000000000605.jpg,640,480,dining table,0,2,640,480
000000000605.jpg,640,480,cup,290,123,515,298
000000000605.jpg,640,480,spoon,260,203,319,301
000000000605.jpg,640,480,cup,409,30,552,172
000000000349.jpg,640,480,train,0,130,539,388
000000000349.jpg,640,480,potted plant,396,280,459,358
000000000349.jpg,640,480,potted plant,454,270,505,333
000000000349.jpg,640,480,potted plant,498,284,527,324
000000000201.jpg,640,428,snowboard,333,31,488,394
000000000201.jpg,640,428,snowboard,284,17,430,379
000000000201.jpg,640,428,snowboard,266,48,361,343
000000000201.jpg,640,428,snowboard,242,53,328,346
000000000201.jpg,640,428,snowboard,211,46,294,333
000000000201.jpg,640,428,person,615,195,627,212
000000000201.jpg,640,428,person,585,194,597,212
000000000201.jpg,640,428,snowboard,268,63,362,358
000000000572.jpg,427,640,person,139,58,285,599
000000000572.jpg,427,640,person,70,254,199,601
000000000572.jpg,427,640,suitcase,289,378,426,600
000000000599.jpg,640,407,potted plant,528,5,639,242
000000000599.jpg,640,407,cat,0,37,413,402
000000000599.jpg,640,407,couch,0,1,619,402
000000000599.jpg,640,407,remote,439,198,618,285
000000000599.jpg,640,407,remote,389,167,587,227
000000000360.jpg,500,375,person,261,138,313,175
000000000360.jpg,500,375,person,97,273,124,294
000000000360.jpg,500,375,snowboard,240,155,292,196
000000000370.jpg,480,640,person,90,24,480,640
000000000370.jpg,480,640,broccoli,242,257,480,501
000000000589.jpg,640,480,frisbee,463,229,482,235
000000000589.jpg,640,480,person,347,184,493,368
000000000562.jpg,423,640,toothbrush,139,159,218,278
000000000562.jpg,423,640,toothbrush,188,57,266,279
000000000562.jpg,423,640,toothbrush,63,81,146,264
000000000562.jpg,423,640,cup,63,77,372,604
000000000359.jpg,500,332,traffic light,153,100,219,134
000000000359.jpg,500,332,traffic light,243,99,294,122
000000000359.jpg,500,332,traffic light,278,293,282,297
000000000359.jpg,500,332,car,0,290,123,327
000000000629.jpg,640,427,motorcycle,320,257,567,414
000000000165.jpg,640,536,tie,160,173,251,390
000000000165.jpg,640,536,person,248,108,631,536
000000000165.jpg,640,536,person,6,24,360,528
000000000165.jpg,640,536,scissors,68,126,368,412
000000000415.jpg,359,640,tennis racket,60,399,102,443
000000000415.jpg,359,640,person,0,257,122,559
000000000575.jpg,640,513,cat,4,39,358,394
000000000560.jpg,460,312,potted plant,54,126,109,188
000000000560.jpg,460,312,sink,79,194,194,260
000000000560.jpg,460,312,cell phone,160,188,171,193
000000000560.jpg,460,312,sink,219,152,249,156
000000000560.jpg,460,312,toilet,303,143,343,180
000000000428.jpg,640,360,tie,374,200,469,355
000000000428.jpg,640,360,person,226,32,582,355
000000000428.jpg,640,360,cake,405,234,580,356
000000000400.jpg,638,640,dog,417,148,515,227
000000000400.jpg,638,640,boat,1,64,638,542
000000000164.jpg,640,480,bottle,389,183,397,210
000000000164.jpg,640,480,bottle,374,189,381,210
000000000164.jpg,640,480,bottle,367,184,374,212
000000000164.jpg,640,480,bottle,383,187,390,211
000000000164.jpg,640,480,bottle,433,280,452,311
000000000164.jpg,640,480,refrigerator,428,171,525,309
000000000164.jpg,640,480,bottle,463,282,473,319
000000000164.jpg,640,480,bottle,399,161,409,178
000000000164.jpg,640,480,bottle,373,135,384,150
000000000164.jpg,640,480,bottle,404,132,414,148
000000000164.jpg,640,480,bottle,415,131,425,148
000000000164.jpg,640,480,chair,159,409,310,479
000000000164.jpg,640,480,wine glass,153,189,166,218
000000000164.jpg,640,480,wine glass,141,190,157,227
000000000164.jpg,640,480,wine glass,108,196,122,229
000000000164.jpg,640,480,wine glass,58,196,78,233
000000000164.jpg,640,480,wine glass,81,195,97,235
000000000164.jpg,640,480,wine glass,95,196,107,233
000000000164.jpg,640,480,cup,146,233,173,254
000000000164.jpg,640,480,cup,114,236,137,256
000000000164.jpg,640,480,cup,176,232,196,248
000000000164.jpg,640,480,cup,196,228,216,244
000000000164.jpg,640,480,bowl,506,221,562,232
000000000164.jpg,640,480,microwave,377,227,430,257
000000000164.jpg,640,480,oven,274,263,321,297
000000000164.jpg,640,480,wine glass,76,194,87,234
000000000164.jpg,640,480,wine glass,119,191,135,229
000000000164.jpg,640,480,wine glass,133,192,144,228
000000000164.jpg,640,480,cup,159,231,181,252
000000000164.jpg,640,480,cup,512,134,528,155
000000000164.jpg,640,480,cup,532,139,547,153
000000000164.jpg,640,480,cup,506,146,512,154
000000000164.jpg,640,480,cup,169,203,187,222
000000000164.jpg,640,480,cup,133,233,149,253
000000000164.jpg,640,480,bowl,505,211,535,216
000000000164.jpg,640,480,bowl,505,219,562,223
000000000164.jpg,640,480,bowl,509,215,561,220
000000000164.jpg,640,480,bowl,506,212,562,218
000000000164.jpg,640,480,bowl,362,171,376,180
000000000164.jpg,640,480,dining table,372,459,509,474
000000000315.jpg,640,427,umbrella,13,95,225,227
000000000315.jpg,640,427,umbrella,142,116,295,206
000000000315.jpg,640,427,umbrella,202,111,331,182
000000000315.jpg,640,427,umbrella,280,131,348,172
000000000315.jpg,640,427,umbrella,281,114,370,135
000000000315.jpg,640,427,umbrella,375,134,425,159
000000000315.jpg,640,427,umbrella,423,42,462,132
000000000315.jpg,640,427,umbrella,0,96,159,357
000000000315.jpg,640,427,umbrella,0,137,78,247
000000000315.jpg,640,427,umbrella,130,117,254,220
000000000315.jpg,640,427,umbrella,227,130,316,197
000000000315.jpg,640,427,person,338,139,400,331
000000000315.jpg,640,427,person,493,148,542,333
000000000315.jpg,640,427,person,124,219,209,392
000000000315.jpg,640,427,person,532,186,578,243
000000000315.jpg,640,427,person,542,159,566,202
000000000315.jpg,640,427,person,575,195,625,242
000000000315.jpg,640,427,person,546,139,560,174
000000000315.jpg,640,427,umbrella,325,130,409,170
000000000315.jpg,640,427,handbag,93,388,152,421
000000000315.jpg,640,427,chair,203,275,495,405
000000000315.jpg,640,427,person,216,220,267,244
000000000315.jpg,640,427,person,300,182,327,215
000000000315.jpg,640,427,person,587,155,593,168
000000000315.jpg,640,427,person,183,369,302,426
000000000315.jpg,640,427,person,325,172,340,209
000000000315.jpg,640,427,chair,208,249,292,295
000000000315.jpg,640,427,chair,16,249,156,358
000000000315.jpg,640,427,chair,3,401,104,421
000000000315.jpg,640,427,chair,222,265,294,295
000000000315.jpg,640,427,chair,0,323,63,407
000000000315.jpg,640,427,chair,222,245,282,264
000000000315.jpg,640,427,chair,233,290,309,309
000000000315.jpg,640,427,chair,211,223,274,248
000000000315.jpg,640,427,person,623,162,630,188
000000000315.jpg,640,427,umbrella,464,106,530,138
000000000315.jpg,640,427,handbag,102,358,144,370
000000000315.jpg,640,427,handbag,116,327,180,389
000000000077.jpg,500,375,person,216,56,319,175
000000000077.jpg,500,375,person,320,53,415,151
000000000077.jpg,500,375,skateboard,41,320,92,344
000000000077.jpg,500,375,skateboard,236,140,263,169
000000000077.jpg,500,375,person,24,167,121,332
000000000077.jpg,500,375,person,286,101,311,143
000000000077.jpg,500,375,skateboard,355,141,379,156
000000000077.jpg,500,375,person,266,58,289,140
000000000089.jpg,640,480,knife,502,105,528,237
000000000089.jpg,640,480,knife,476,127,496,233
000000000089.jpg,640,480,knife,528,99,555,237
000000000089.jpg,640,480,knife,555,100,576,239
000000000089.jpg,640,480,knife,573,96,600,239
000000000089.jpg,640,480,oven,138,202,474,472
000000000089.jpg,640,480,microwave,0,43,118,188
000000000089.jpg,640,480,book,476,333,567,364
000000000089.jpg,640,480,book,497,365,611,398
000000000089.jpg,640,480,book,513,402,640,452
000000000260.jpg,500,333,bus,2,93,68,251
000000000260.jpg,500,333,person,261,139,312,309
000000000260.jpg,500,333,person,17,142,40,170
000000000260.jpg,500,333,car,238,175,271,190
000000000260.jpg,500,333,suitcase,332,232,375,293
000000000260.jpg,500,333,suitcase,373,222,402,292
000000000260.jpg,500,333,suitcase,334,205,395,245
000000000472.jpg,640,226,airplane,394,56,482,88
000000000328.jpg,640,491,cell phone,434,283,469,301
000000000328.jpg,640,491,person,44,68,268,424
000000000328.jpg,640,491,person,197,90,403,479
000000000328.jpg,640,491,person,336,58,586,484
000000000328.jpg,640,491,bench,0,104,588,479
000000000328.jpg,640,491,book,245,220,332,258
000000000328.jpg,640,491,car,350,77,451,142
000000000328.jpg,640,491,tie,462,177,480,221
000000000328.jpg,640,491,tie,315,171,337,229
000000000328.jpg,640,491,backpack,12,171,131,250
000000000328.jpg,640,491,backpack,49,160,134,208
000000000510.jpg,640,480,person,254,130,405,428
000000000510.jpg,640,480,bench,42,226,609,428
000000000510.jpg,640,480,traffic light,15,9,51,66
000000000074.jpg,640,426,dog,61,276,358,379
000000000074.jpg,640,426,bicycle,2,3,162,316
000000000074.jpg,640,426,person,295,93,313,152
000000000074.jpg,640,426,person,326,97,340,122
000000000074.jpg,640,426,person,356,95,372,147
000000000074.jpg,640,426,person,462,105,493,146
000000000074.jpg,640,426,person,277,103,292,150
000000000074.jpg,640,426,person,282,103,294,127
000000000061.jpg,640,488,person,261,205,309,263
000000000061.jpg,640,488,person,393,210,425,250
000000000061.jpg,640,488,elephant,370,248,453,296
000000000061.jpg,640,488,elephant,223,250,365,327
000000000061.jpg,640,488,person,261,196,295,250
000000000049.jpg,381,500,horse,162,226,292,410
000000000049.jpg,381,500,horse,81,244,165,403
000000000049.jpg,381,500,person,203,260,269,333
000000000049.jpg,381,500,person,118,261,175,324
000000000049.jpg,381,500,person,119,334,131,367
000000000049.jpg,381,500,potted plant,201,426,272,473
000000000049.jpg,381,500,person,284,333,295,360
000000000049.jpg,381,500,person,191,334,198,357
000000000049.jpg,381,500,person,346,333,361,342
000000000263.jpg,591,640,elephant,156,169,591,632
000000000263.jpg,591,640,elephant,1,13,388,605
000000000471.jpg,640,427,bus,120,112,580,324
000000000471.jpg,640,427,person,211,155,227,200
000000000459.jpg,516,640,tie,162,278,224,518
000000000459.jpg,516,640,person,0,84,514,632
000000000307.jpg,640,480,dog,406,197,577,365
000000000307.jpg,640,480,car,384,49,432,65
000000000307.jpg,640,480,frisbee,351,366,421,473
000000000529.jpg,427,640,motorcycle,17,238,379,587
000000000529.jpg,427,640,person,108,76,337,487
000000000529.jpg,427,640,person,25,97,297,294
000000000071.jpg,640,426,car,467,216,495,231
000000000071.jpg,640,426,car,522,223,547,235
000000000071.jpg,640,426,car,436,217,460,226
000000000071.jpg,640,426,car,586,231,613,245
000000000071.jpg,640,426,train,47,185,531,305
000000000071.jpg,640,426,car,497,223,520,235
000000000071.jpg,640,426,car,601,216,618,222
000000000071.jpg,640,426,truck,333,192,357,202
000000000071.jpg,640,426,truck,362,197,386,204
000000000071.jpg,640,426,car,617,237,640,250
000000000071.jpg,640,426,car,479,219,503,232
000000000071.jpg,640,426,car,387,200,403,205
000000000071.jpg,640,426,car,366,196,386,204
000000000071.jpg,640,426,car,348,198,368,203
000000000071.jpg,640,426,car,499,219,519,225
000000000071.jpg,640,426,car,460,217,479,228
000000000064.jpg,480,640,car,52,387,228,545
000000000064.jpg,480,640,truck,52,353,177,413
000000000064.jpg,480,640,stop sign,115,226,152,301
000000000064.jpg,480,640,clock,112,42,266,194
000000000514.jpg,360,640,bed,37,225,360,624
000000000312.jpg,640,427,elephant,2,185,229,392
000000000312.jpg,640,427,elephant,225,193,434,374
000000000312.jpg,640,427,elephant,322,294,403,375
000000000312.jpg,640,427,elephant,491,176,640,375
000000000312.jpg,640,427,elephant,469,230,513,372
000000000312.jpg,640,427,elephant,419,249,567,372
000000000474.jpg,333,500,person,3,42,332,471
000000000474.jpg,333,500,baseball glove,9,234,98,305
000000000138.jpg,640,573,refrigerator,16,102,139,348
000000000138.jpg,640,573,clock,315,19,384,88
000000000138.jpg,640,573,bowl,157,184,203,203
000000000138.jpg,640,573,oven,260,175,379,533
000000000138.jpg,640,573,sink,496,203,625,256
000000000138.jpg,640,573,potted plant,560,45,604,104
000000000138.jpg,640,573,vase,218,54,252,102
000000000110.jpg,640,480,chair,138,133,237,213
000000000110.jpg,640,480,chair,243,137,327,256
000000000110.jpg,640,480,fork,294,367,484,480
000000000110.jpg,640,480,knife,274,360,291,480
000000000110.jpg,640,480,pizza,136,391,474,474
000000000110.jpg,640,480,dining table,119,75,263,151
000000000110.jpg,640,480,person,208,0,640,474
000000000110.jpg,640,480,person,1,128,252,409
000000000110.jpg,640,480,person,248,1,376,138
000000000110.jpg,640,480,person,196,0,264,94
000000000110.jpg,640,480,person,141,2,222,87
000000000110.jpg,640,480,person,0,0,130,174
000000000110.jpg,640,480,person,131,0,162,55
000000000110.jpg,640,480,person,406,1,441,85
000000000110.jpg,640,480,cup,184,79,203,97
000000000110.jpg,640,480,chair,0,134,45,303
000000000110.jpg,640,480,chair,413,78,436,91
000000000110.jpg,640,480,dining table,584,100,640,136
000000000110.jpg,640,480,person,263,0,277,29
000000000110.jpg,640,480,person,335,0,415,93
000000000110.jpg,640,480,dining table,3,377,639,479
000000000110.jpg,640,480,cup,163,77,181,101
000000000110.jpg,640,480,cup,209,80,229,96
000000000110.jpg,640,480,cup,228,75,244,99
000000000338.jpg,640,327,refrigerator,217,149,313,327
000000000338.jpg,640,327,clock,458,88,481,113
000000000338.jpg,640,327,person,326,142,417,325
000000000338.jpg,640,327,person,439,173,496,327
000000000338.jpg,640,327,oven,24,243,163,322
000000000338.jpg,640,327,handbag,465,231,490,270
000000000502.jpg,640,427,bear,226,87,500,345
000000000072.jpg,427,640,giraffe,136,129,425,628
000000000072.jpg,427,640,giraffe,50,72,283,640
000000000073.jpg,565,640,motorcycle,12,22,548,632
000000000073.jpg,565,640,motorcycle,1,3,270,275
000000000488.jpg,640,406,sports ball,431,252,439,260
000000000488.jpg,640,406,person,180,210,285,341
000000000488.jpg,640,406,person,112,245,239,356
000000000488.jpg,640,406,baseball bat,214,225,278,271
000000000488.jpg,640,406,baseball glove,218,274,243,295
000000000488.jpg,640,406,baseball glove,562,253,573,261
000000000488.jpg,640,406,person,209,197,234,268
000000000488.jpg,640,406,person,546,216,590,265
000000000488.jpg,640,406,person,34,208,125,360
000000000488.jpg,640,406,person,224,181,228,189
000000000113.jpg,416,640,chair,92,381,248,444
000000000113.jpg,416,640,chair,11,577,82,639
000000000113.jpg,416,640,person,4,31,156,486
000000000113.jpg,416,640,cup,70,458,121,519
000000000113.jpg,416,640,cup,347,159,368,178
000000000113.jpg,416,640,knife,253,363,301,450
000000000113.jpg,416,640,cake,142,424,402,573
000000000113.jpg,416,640,person,341,100,416,428
000000000113.jpg,416,640,dining table,19,392,415,639
000000000113.jpg,416,640,person,148,44,343,431
000000000113.jpg,416,640,cup,282,95,308,122
000000000113.jpg,416,640,cup,346,67,369,89
000000000113.jpg,416,640,cup,343,98,367,123
000000000113.jpg,416,640,cup,379,96,397,120
000000000113.jpg,416,640,cup,195,140,215,162
000000000113.jpg,416,640,cup,176,137,199,161
000000000113.jpg,416,640,cup,174,106,194,132
000000000113.jpg,416,640,cup,140,138,159,160
000000000650.jpg,640,427,cat,179,110,484,354
000000000650.jpg,640,427,car,2,279,639,421
000000000136.jpg,500,374,person,0,114,54,372
000000000136.jpg,500,374,person,0,61,68,374
000000000136.jpg,500,374,giraffe,82,116,267,369
000000000136.jpg,500,374,giraffe,316,131,444,296
000000000491.jpg,500,313,teddy bear,134,11,395,308
000000000491.jpg,500,313,teddy bear,287,0,487,156
000000000491.jpg,500,313,teddy bear,0,4,91,186
000000000491.jpg,500,313,teddy bear,79,0,292,120
000000000308.jpg,640,426,person,134,28,268,424
000000000308.jpg,640,426,person,0,47,185,426
000000000308.jpg,640,426,person,45,15,208,281
000000000308.jpg,640,426,person,111,78,145,166
000000000308.jpg,640,426,person,381,23,556,419
000000000308.jpg,640,426,wine glass,364,223,388,283
000000000308.jpg,640,426,wine glass,146,156,196,255
000000000308.jpg,640,426,wine glass,235,149,260,208
000000000308.jpg,640,426,person,0,236,119,421
000000000308.jpg,640,426,wine glass,0,170,67,297
000000000308.jpg,640,426,person,345,73,395,249
000000000308.jpg,640,426,clock,436,237,449,250
000000000308.jpg,640,426,umbrella,276,63,363,137
000000000446.jpg,480,640,person,75,124,358,640
000000000446.jpg,480,640,remote,334,367,379,385
000000000446.jpg,480,640,book,259,402,269,472
000000000446.jpg,480,640,book,70,170,77,186
000000000446.jpg,480,640,book,31,164,41,193
000000000446.jpg,480,640,book,26,164,35,193
000000000446.jpg,480,640,book,37,164,65,194
000000000446.jpg,480,640,book,12,98,107,144
000000000446.jpg,480,640,book,82,63,96,92
000000000446.jpg,480,640,couch,1,495,89,630
000000000446.jpg,480,640,potted plant,415,276,473,361
000000000446.jpg,480,640,potted plant,374,221,436,319
000000000446.jpg,480,640,potted plant,426,177,480,281
000000000283.jpg,428,640,bottle,63,42,145,354
000000000283.jpg,428,640,chair,0,142,59,228
000000000283.jpg,428,640,chair,148,67,428,356
000000000283.jpg,428,640,dining table,0,210,424,630
000000000283.jpg,428,640,wine glass,164,156,253,370
000000000532.jpg,640,480,bus,86,127,547,389
000000000532.jpg,640,480,person,269,234,313,390
000000000532.jpg,640,480,person,124,253,169,367
000000000532.jpg,640,480,person,221,212,239,231
000000000532.jpg,640,480,person,154,216,166,236
000000000532.jpg,640,480,bus,0,163,97,353
000000000532.jpg,640,480,handbag,153,268,174,304
000000000532.jpg,640,480,handbag,120,316,135,342
000000000081.jpg,640,425,airplane,38,40,622,358
000000000042.jpg,640,478,dog,214,41,562,285
000000000094.jpg,640,427,car,356,275,399,313
000000000094.jpg,640,427,truck,542,263,624,356
000000000241.jpg,480,640,bottle,36,553,65,640
000000000241.jpg,480,640,couch,312,250,479,546
000000000241.jpg,480,640,couch,0,278,143,538
000000000241.jpg,480,640,person,132,6,333,632
000000000241.jpg,480,640,person,1,263,207,611
000000000241.jpg,480,640,person,295,263,402,520
000000000241.jpg,480,640,cup,103,595,154,639
000000000241.jpg,480,640,cup,0,596,43,640
000000000241.jpg,480,640,remote,117,321,161,343
000000000241.jpg,480,640,handbag,343,469,409,543
000000000241.jpg,480,640,person,0,372,45,576
000000000241.jpg,480,640,person,395,337,480,568
000000000241.jpg,480,640,potted plant,90,71,200,272
000000000241.jpg,480,640,potted plant,134,350,184,422
000000000321.jpg,640,480,hot dog,363,199,612,440
000000000321.jpg,640,480,hot dog,370,62,605,304
000000000321.jpg,640,480,sandwich,78,43,294,422
000000000309.jpg,600,600,teddy bear,153,213,287,426
000000000309.jpg,600,600,teddy bear,273,214,391,355
000000000309.jpg,600,600,dog,420,71,512,195
000000000309.jpg,600,600,teddy bear,73,235,194,493
000000000490.jpg,500,495,dog,46,192,136,335
000000000490.jpg,500,495,skateboard,304,136,396,388
000000000109.jpg,640,416,dog,539,295,562,313
000000000109.jpg,640,416,person,512,271,534,304
000000000109.jpg,640,416,person,585,268,604,291
000000000109.jpg,640,416,person,548,249,552,257
000000000109.jpg,640,416,bench,376,261,411,285
000000000109.jpg,640,416,bench,448,281,488,304
000000000109.jpg,640,416,person,74,197,80,213
000000000109.jpg,640,416,person,604,271,613,282
000000000486.jpg,640,427,refrigerator,391,175,454,285
000000000486.jpg,640,427,oven,392,274,640,426
000000000486.jpg,640,427,bottle,623,233,639,271
000000000486.jpg,640,427,knife,223,192,230,244
000000000486.jpg,640,427,bottle,498,278,521,303
000000000486.jpg,640,427,bottle,83,219,88,248
000000000486.jpg,640,427,knife,235,200,239,217
000000000486.jpg,640,427,bowl,252,299,383,388
000000000294.jpg,640,427,person,27,69,392,427
000000000294.jpg,640,427,spoon,415,349,430,373
000000000294.jpg,640,427,microwave,507,312,639,422
000000000294.jpg,640,427,fork,608,251,616,292
000000000294.jpg,640,427,knife,445,329,463,363
000000000294.jpg,640,427,knife,454,320,470,365
000000000294.jpg,640,427,spoon,401,323,424,348
000000000294.jpg,640,427,spoon,383,341,419,381
000000000294.jpg,640,427,spoon,402,111,416,226
000000000294.jpg,640,427,spoon,420,114,434,217
000000000294.jpg,640,427,spoon,328,256,347,323
000000000294.jpg,640,427,knife,461,335,477,368
000000000294.jpg,640,427,knife,466,325,480,357
000000000294.jpg,640,427,knife,469,335,484,368
000000000294.jpg,640,427,clock,0,0,53,53
000000000294.jpg,640,427,spoon,403,367,436,388
000000000294.jpg,640,427,spoon,392,299,409,331
000000000294.jpg,640,427,spoon,388,387,403,410
000000000294.jpg,640,427,spoon,401,355,422,380
000000000294.jpg,640,427,spoon,623,50,628,73
000000000257.jpg,640,480,traffic light,89,197,112,230
000000000257.jpg,640,480,traffic light,50,199,75,222
000000000257.jpg,640,480,backpack,176,362,226,417
000000000257.jpg,640,480,truck,249,277,454,400
000000000257.jpg,640,480,truck,508,304,639,368
000000000257.jpg,640,480,person,139,345,211,480
000000000257.jpg,640,480,person,236,326,265,406
000000000257.jpg,640,480,person,211,332,233,392
000000000257.jpg,640,480,person,264,330,280,403
000000000257.jpg,640,480,person,287,337,320,414
000000000257.jpg,640,480,person,570,327,585,370
000000000257.jpg,640,480,person,125,325,135,362
000000000257.jpg,640,480,person,316,334,336,408
000000000257.jpg,640,480,person,77,326,97,374
000000000257.jpg,640,480,person,138,325,153,364
000000000257.jpg,640,480,person,225,327,240,396
000000000257.jpg,640,480,traffic light,227,296,238,307
000000000257.jpg,640,480,traffic light,27,303,33,310
000000000257.jpg,640,480,traffic light,28,276,34,288
000000000257.jpg,640,480,backpack,208,340,219,360
000000000257.jpg,640,480,handbag,306,360,319,373
000000000257.jpg,640,480,person,190,330,211,370
000000000257.jpg,640,480,truck,519,323,640,480
000000000257.jpg,640,480,truck,55,301,196,360
000000000257.jpg,640,480,truck,473,320,498,334
000000000257.jpg,640,480,traffic light,89,177,104,192
000000000257.jpg,640,480,handbag,93,344,99,356
000000000257.jpg,640,480,person,537,328,551,368
000000000257.jpg,640,480,traffic light,301,260,309,275
000000000257.jpg,640,480,traffic light,295,261,301,273
000000000257.jpg,640,480,traffic light,55,299,60,303
000000000257.jpg,640,480,handbag,208,341,220,370
000000000257.jpg,640,480,handbag,472,340,478,345
000000000531.jpg,640,480,bicycle,48,268,74,285
000000000531.jpg,640,480,person,262,248,302,337
000000000531.jpg,640,480,bicycle,18,271,43,286
000000000531.jpg,640,480,person,82,256,120,321
000000000531.jpg,640,480,person,251,253,263,279
000000000531.jpg,640,480,sports ball,270,294,272,297
000000000531.jpg,640,480,person,216,255,226,278
000000000531.jpg,640,480,person,446,246,459,281
000000000531.jpg,640,480,person,504,244,516,276
000000000531.jpg,640,480,tennis racket,294,290,309,322
000000000531.jpg,640,480,person,389,256,401,277
000000000531.jpg,640,480,person,6,258,28,294
000000000531.jpg,640,480,tennis racket,28,254,96,290
000000000531.jpg,640,480,tennis racket,253,269,257,273
000000000531.jpg,640,480,bicycle,628,266,639,275
000000000450.jpg,640,480,wine glass,461,3,559,73
000000000450.jpg,640,480,cup,562,0,640,192
000000000450.jpg,640,480,pizza,0,13,566,471
000000000450.jpg,640,480,dining table,0,1,640,480
000000000322.jpg,640,481,person,71,110,277,386
000000000322.jpg,640,481,frisbee,282,205,325,218
000000000326.jpg,640,427,person,152,90,517,426
000000000326.jpg,640,427,wine glass,231,34,478,298
000000000332.jpg,640,480,cup,88,0,262,71
000000000332.jpg,640,480,cup,587,0,640,149
000000000332.jpg,640,480,bowl,3,37,640,474
000000000332.jpg,640,480,carrot,168,80,478,330
000000000332.jpg,640,480,cup,393,0,514,52
000000000332.jpg,640,480,fork,0,325,24,471
000000000332.jpg,640,480,carrot,59,262,167,378
000000000520.jpg,640,480,bird,300,140,332,160
000000000520.jpg,640,480,bird,230,131,264,145
000000000520.jpg,640,480,person,242,307,257,342
000000000520.jpg,640,480,bird,449,217,467,235
000000000520.jpg,640,480,bird,0,187,23,203
000000000520.jpg,640,480,bird,444,174,466,190
000000000520.jpg,640,480,bird,599,178,618,189
000000000520.jpg,640,480,bird,97,194,133,217
000000000520.jpg,640,480,bird,155,184,181,196
